,Pedigree information,,,,,,Maturity indicators,,,,,,,,Disease resistance (1-5),,,,,,,,,,,,,,Insect resistance,,,,,Herbicide,Plant characteristics,,,,,,,,,,,,,Ear characteristics,,,,,,Grain characteristics,,,,,,,Combining ability for yield,,,,,,,Descriptive Remarks,,
437,,SA4,SA4-C1HC(8x36)-1-5-1-3-7-4-B-B-B-B-B,SA4-C1-FS(8/36)-1-5-1-3-7-4-B,SA4C1F(8/36)-1-5-1-3-7-4-BBBBB,South America,Late,,,,,,63,63,,,,1.0,,,,,,,,,3.0,3.3,,,,,,,153,,81,,0.53,,,3.0,,2.2,,S,Y,,2.7,,,,2.1,Y,F,No,,,,,0.34,2.0,,,, ,SA3,Acid soils,"November, 2000",
438,,SA4,SA4-C2HC(21x26)-1-2-2-2-B-B-B-B-B-B,SA4-C2-FS(21/26)-1-2-2-2-B,SA4C2F(21/26)-1-2-2-2-BBBBBB,South America,Late,,,,,,65,66,,,,1.0,,,,,,,,,-,1.5,,,,,,,169,,88,,0.52,,,3.9,,1.4,,S,P,,3.5,,,,1.2,Y,F,No,,,,,0.68,1.0,,,, ,SA3,Acid soils,"November, 2000",
439,,SA5,SA5-C2HC(26x21)-4-3-7-5-B-B-B-B-B-B,SA5-C2-FS(26/21)-4-3-7-5-B,SA5C2F(26/21)-4-3-7-5-BBBBBB,South America,Interm,,,,,,57,58,,,,1.0,,,,,,,,,-,3.5,,,,,,,146,,73,,0.50,,,3.1,,2.5,,Y,P,,2.7,,,,2.8,Y,SD,No,,,,,0.04,3.0,,,, ,SA4,Acid soils,"November, 2000",
440,CZL99028,G16,G16SeqC1F47-2-1-2-1-BBBB,G16SEQ-C1-F47-2-1-2-1-B,G16SEQC1F47-2-1-2-1-BBBB,Africa MA/ST,Early,824,,887,,,72,,,2.7,,2.0,,1.6,,,,,3.6,,,2.9,,,,,,,99,,47,,0.47,,,,,,,,,,,,,3.5,,W,SF,No,,,,,,2.0,2.5,1.0,,AB,"CML197, 202, 206, 216, 312, 395, 442, 444","Drought, Low N","November, 2000",
441,CZL99027,ZM605,ZM605C2F1-17-1-B-1-BB,ZM605-C2-F1-17-1-B-1-B,ZM605C2F1-17-1-B-1-BB,Africa MA/ST,Early,870,,935,,,76,,,2.0,,2.8,,2.1,,,,,2.6,,,1.5,,,,,,,137,,65,,0.48,,,,,,,,,,,,,3.0,,W,SF,No,,,,,,2.5,3.0,2.0,,B,"CML206, 442","Drought, Low N","November, 2000",
442,CZL99030,REC,[M37W/ZM607#bF37sr-2-3sr-6-2-X]-8-2-X-1-BBB,(M37W/ZM607-#-B-F37SR-2-3SR-6-2-X)-8-2-X-1-B,[M37W/ZM607#BF37SR-2-3SR-6-2-X]-8-2-X-1-BBB,Africa MA/ST,Interm,858,,923,,,75,,,1.9,,2.6,,2.4,,,,,1.9,,,2.1,,,,,,,146,,74,,0.50,,,,,,,,,,,,,1.5,,W,D,No,,,,,,3.0,2.5,2.5,,A TESTER,"CML202, 216, 312, 395, 440, 444","Drought, Low N","November, 2000",
443,CZL99031,ZM605,[AC8342/IKENNE{1}8149SR//PL9A]C1F1-500-4-X-1-1-BB-1-BB,(AC8342/IKENNE-1-8149SR//G9A)-C1-F1-500-4-X-1-1-B-B-1-B,[AC8342/IKENNE{1}8149SR//PL9A]C1F1-500-4-X-1-1-BB-1-BB,Africa MA/ST,Late,915,,982,,,80,,,1.7,,1.9,,1.9,,,,,3.9,,,2.2,,,,,,,121,,67,,0.55,,,,,,,,,,,,,3.5,,W,SD/SF,No,,,,,,2.0,3.0,2.0,,AB,"CML202, 206, 216, 312, 390, 395, 444","Drought, Low N","November, 2000",
444,CZL99029,P43,P43C9-1-1-1-1-1-BBBB,P43-C9-1-1-1-1-1-B,P43C9-1-1-1-1-1-BBBB,Africa MA/ST,Late,937,,1005,,,82,,,3.1,,1.5,,2.0,,,,,2.2,,,1.7,,,,,,,144,,81,,0.56,,,,,,,,,,,,,2.0,,W,SD,No,,,,,,1.0,1.5,2.0,,B TESTER,"CML197, 312, 440, 442, 443","Drought, Low N","November, 2000",
445,CZL00004,REC,[[TUXPSEQ]C1F2/P49-SR]F2-45-7-5-1-BBB,(TUXPSEQ-C1-F2/P49SR)-F2-45-7-5-1-B,[[TUXPSEQ]C1F2/P49SR]F2-45-7-5-1-BBB,Africa MA/ST,Interm,870,,935,,,76,,,1.4,,1.3,,1.8,,,,,3.0,,,2.4,,,,,,,151,,73,,0.48,,,,,,,,,,,,,1.5,,W,SD/SF,No,,,,,,1.0,1.5,1.5,,AB,"CML202, 206, 312, 395","Drought, Low N","November, 2000",
446,,REC,[PNVA.BCO.(S/D)xNPH-100]FS4-B-1-2-1-B*4,(PNVABCOSD/NPH-100)-FS4-B-1-2-1-B,[PNVABCO(S/D)XNPH-100]FS4-B-1-2-1-B*4,Lowland,Late,1201,,,,,60,59,1.8,,2.0,,,,,,,,,,,1.9,,,,,,,173,,94,,0.54,2.5,2.0,,2.0,,,,,,3.6,,,,3.6,W,D,No,,,,,,1.0,,,,B,CML254,,"November, 2000",
447,,P43,(P43F95*P21F219)-1-BBB-1-#*4-B*9,(P43-F95/P21-F219)-1-B*3-1-B,(P43F95/P21F219)-1-BBB-1-#*4-B*9,Lowland,Late,1279,,,,,63,63,1.5,,1.5,,,,,,,,,,,3.5,,,,,,,142,,67,,0.47,2.0,2.0,,2.0,,,,,,3.9,,,,2.4,W,SD,No,,,,,,1.0,,,,A,"CML269, 384, 247",,"November, 2000",
448,,P21,P21(MRRS)C1-430-1-BBBBBBBBBBBBBB,P21MRRS-C1-430-1-B,P21(MRRS)C1-430-1-BBBBBBBBBBBBBB,Lowland,Late,1221,,,,,60,60,2.3,,2.0,,,,,,,,,,,2.1,,,,,,,153,,70,,0.46,3.0,2.5,,3.0,,,,,,3.1,,,,3.9,W,D,No,,,,,,2.0,,,,A,"CL03214, CL03215, CL03213",,"November, 2000",
449,,P32,P32(MRRS)F2C2-23-2-BBBBBBBBBB,P32MRRS-F2-C2-23-2-B,P32(MRRS)F2C2-23-2-BBBBBBBBBB,Lowland,Interm,1137,,,,,57,56,1.8,,2.8,,,,,,,,,,,2.4,,,,,,,143,,66,,0.46,3.0,3.0,,2.0,,,,,,3.6,,,,2.2,W,F,No,,,,,,2.0,,,,B,CML254; CL02198,,"November, 2000",
450,,REC,(SEGR-6-5-#xNPH28-1)-1-1-1-B-B-1-2-B*6,(SEGR-6-5-#/NPH-28-1)-1-1-1-B-B-1-2-B,(SEGR-6-5-#XNPH28-1)-1-1-1-BB-1-2-B*6,Lowland,Late,1180,,,,,58,58,1.5,,2.0,,,,,,,,,,,2.4,,,,,,,153,,67,,0.44,2.5,2.0,,1.0,,,,,,2.9,,,,4.0,W,SF,No,,,,,,1.0,,,,B,CML254,,"November, 2000",
451,,REC,[NPH28-1*G25)*NPH28]-1-2-1-1-3-1-B*6,((NPH-28-1/G25)/NPH-28-1)-1-2-1-1-3-1-B,[NPH28-1/G25)/NPH28]-1-2-1-1-3-1-B*6,Lowland,Late,1221,,,,,59,60,2.0,,2.0,,,,,,,,,,,2.1,,,,,,,148,,62,,0.42,2.0,1.0,,2.0,,,,,,3.9,,,,2.4,Y,SF,No,,,,,,1.0,,,,B,CML287,,"November, 2000",
452,,P28,Ac8328BNC6-166-1-1-1-BBBBBBB,AC8328BN-C6-166-1-1-1-B,AC8328BNC6-166-1-1-1-BBBBBBB,Lowland,Interm,1117,,,,,56,55,1.5,,2.0,,,,,,,,,,,2.2,,,,,,,166,,76,,0.46,2.0,2.0,,3.0,,,,,,3.4,,,,3.3,Y,SD,No,,,,,,1.0,,,,B,CML287,,"November, 2000",
453,,P24,P24STEC1HC21-3-1-1-#-BBB-f-##-BBB,P24STE-C1-FS21-3-1-1-B,P24STEC1F21-3-1-1-#-BBB-F-##-BBB,Lowland,Late,1180,,,,,58,58,1.5,,1.8,,,,,,,,,,,2.5,,,,,,,163,,82,,0.50,1.5,2.5,,3.0,,,,,,4.1,,,,2.2,Y,SD,No,,,,,,2.0,,,,AB,"CML297, 287; CL02808",,"November, 2000",
454,,P27,CAPITAN MIRANDA 8627-20-1-2-B*15,CAPITANMIRANDA8627-20-1-2-B,CAPITANMIRANDA8627-20-1-2-B*15,Lowland,Late,1180,,,,,60,58,2.5,,3.0,,,,,,,,,,,2.5,,,,,,,196,,89,,0.45,3.5,2.5,,1.0,,,,,,3.0,,,,3.8,Y,F,No,,,,,,2.0,,,,B,CML287,,"November, 2000",
455,,P85,(P85C2FC27-2 x CML242)-B-1-1-3-1TL-B,(P85-C2-F27-2/CML242)-B-1-1-3-1TL-B,(P85C2FC27-2/CML242)-B-1-1-3-1TL-B,Highland,,,,,779,779,73,73,,1.5,,2.0,,,,,,,,,,2.0,,,,,,,161,,,,,3.0,,,2.0,,,,,,3.1,,,,2.7,W,SD,No,,,,,,2.0,,,,A,CML349,,"March, 2002",
456,,REC,(INIFAP Single Cross) X BATAN 8585-6)-B-1-1-1-2-BTL-B,(INIFAPSINGLECROSS/BATAN8585-6)-B-1-1-1-2-BTL-B,(INIFAPSX)/BATAN8585-6)-B-1-1-1-2-BTL-B,Highland,,,,,747,779,70,73,,1.5,,2.5,,,,,,,,,,2.0,,,,,,,135,,,,,3.0,,,1.5,,,,,,2.3,,,,3.0,W,SD,No,,,,,,2.0,,,,B,CML349 ,,"March, 2002",
457,,P87,P87C5F95-24-1-1-2-1-B-B-B,P87-C5-F95-24-1-1-2-1-B,P87C5F95-24-1-1-2-1-B-B-B,Highland,,,,,901,939,86,90,,1.5,,2.8,,,,,,,,,,2.0,,,,,,,152,,,,,3.2,,,2.0,,,,,,2.6,,,,2.8,W,D,No,,,,,,2.0,,,,A,"CML311, 384, 458, 459 ",,"March, 2002",
458,,P87,(P87C2F72 x P87C2F107) 5-1-2-1-4-4-1-3-B-1-B,(P87-C2-F72/P87-C2-F107)-5-1-2-1-4-4-1-3-B-1-B,(P87C2F72/P87C2F107)5-1-2-1-4-4-1-3-B-1-B,Highland,,,,,854,892,80,81,,1.5,,3.0,,,,,,,,,,3.0,,,,,,,142,,,,,1.5,,,2.0,,,,,,3.3,,,,2.6,W,SD,No,,,,,,1.0,,,,B,CML457 ,,"March, 2002",
459,,REC,(P940C3NF31-1 x P87C4F17-4) 16-B-10TL-1-1-1-B-B,(P940-C3-F31-1/P87-C4-F17-4)-16-B-10TL-1-1-1-B,(P940C3NF31-1/P87C4F17-4)16-B-10TL-1-1-1-B-B,Highland,,,,,911,939,87,90,,1.7,,2.4,,,,,,,,,,2.0,,,,,,,135,,,,,3.0,,,1.5,,,,,,3.4,,,,1.9,W,SD,No,,,,,,1.0,,,,B,CML457 ,,"March, 2002",
460,,P88,P88C5F81-3-1-1-1-4-B-B,P88-C5-F81-3-1-1-1-4-B,P88C5F81-3-1-1-1-4-B-B,Highland,,,,,846,874,80,83,,1.5,,3.5,,,,,,,,,,3.4,,,,,,,138,,,,,2.0,,,2.0,,,,,,3.0,,,,2.9,Y,SD,No,,,,,,2.0,,,,A,CML461,,"March, 2002",
461,,P88,(P88C1F30-2 x P88C0F23-5) 2(3)-3-4-2-2TL-1-1-B-B-B  ,(P88-C1-F30-2/P88-C0-F23-5)-2-3-3-4-2-2TL-1-1-B,(P88C1F30-2/P88C0F23-5)2(3)-3-4-2-2TL-1-1-B-B-B,Highland,,,,,962,992,92,95,,1.8,,3.0,,,,,,,,,,1.5,,,,,,,153,,,,,2.0,,,2.0,,,,,,2.5,,,,2.3,Y,D,No,,,,,,1.0,,,,AB,"CML245, 323, 460, 462",,"March, 2002",
462,,REC,(P960C3IF5-1 x G13AC2H 383(2)-3-1) 32-3-2-1-3-B-B,(P960-C3-F5-1/G13A-C2-FS383-2-3-1)-32-3-2-1-3-B,(P960C3IF5-1/G13AC2H383(2)-3-1)32-3-2-1-3-B-B,Highland,,,,,893,922,85,88,,1.5,,3.0,,,,,,,,,,2.5,,,,,,,136,,,,,3.3,,,2.0,,,,,,3.0,,,,2.0,Y,SD,No,,,,,,2.0,,,,B,"CML245, 460 ",,"March, 2002",
463,,G9A,Pool9AC6RL6-1P-1P-1P-2P-1P-2P-B-B ,G9A-C6-RL6-1P-1P-1P-2P-1P-2P-B,G9AC6RL6-1P-1P-1P-2P-1P-2P-B-B,Transition,,,,,969,1001,97,100,,,,1.8,,1.5,,,,,,,,3.0,,,,,,,161,,,,,3.0,,,3.0,,,,,,2.7,,,,3.8,W,SD,No,,,,,,2.0,,,,A,CML311,,"March, 2002",
464,,G9A,Pool9AC6HM3-1-3-1-1-2P-2P-1-1-2-1-B-B  ,G9A-C6-HS3-1-3-1-1-2P-2P-1-1-2-1-B,G9AC6H3-1-3-1-1-2P-2P-1-1-2-1-B-B,Transition,,,,,979,1021,98,102,,,,2.0,,2.0,,,,,,,,1.5,,,,,,,170,,,,,2.0,,,2.5,,,,,,2.0,,,,3.4,W,SD,No,,,,,,2.0,,,,AB,"CML311, 384",,"March, 2002",
465,,AMATL,AMATLC0HS71-1-1-2-1-1-1-B-B-B,AMATL-C0-HS71-1-1-2-1-1-1-B,AMATLC0HS71-1-1-2-1-1-1-BBB,Asia Lowland,Late,1024,1041,,,,59,60,1.5,,,,1.5,,,,,,,,,1.5,,,,,,,145,,76,,0.52,1.0,,,2.5,,,,,1.5,2.6,,,,,Y,SF,No,,,,,,1.0,,,, ,CML431; CL02836,DMR,"March, 2002",
466,,P345,P345C3S3B-27-5-1-1-1-1-2-B-B,P345-C3-B*4-27-5-1-1-1-1-2-B,P345C3S3B-27-5-1-1-1-1-2-BB,Asia Lowland,Late,1033,1068,,,,58,61,2.0,,,,1.0,,,,,,,,,2.0,,,,,,,136,,63,,0.46,1.5,,,1.0,,,,,1.0,3.0,,,,,Y,D,No,,,,,,2.0,,,, ,CML430; CA00370,DMR,"March, 2002",
467,,P345,P345C5HS249-2-3-1-1-BB,P345-C5-HS249-2-3-1-1-B,P345C5HS249-2-3-1-1-BB,Asia Lowland,Late,1059,1085,,,,61,62,1.0,,,,1.5,,,,,,,,,1.5,,,,,,,124,,54,,0.44,1.5,,,3.0,,,,,1.0,3.0,,,,,Y,F,No,,,,,,3.0,,,, ,"CML433, CML430",DMR,"March, 2002",
468,,P28,P28C9HC113-3-1-4-B*7,P28-C9-FS113-3-1-4-B,P28C9F113-3-1-4-B*7,Asia Lowland,Late,1067,1102,,,,61,63,2.5,,,,2.0,,,,,,,,,1.5,,,,,,,132,,59,,0.45,1.5,,,1.0,,,,,1.5,2.9,,,,,Y,SD,No,,,,,,2.0,,,, ,"CML430, CML431; CA00310",DMR,"March, 2002",
469,,AMATL,(AMATLC0HS133-1-F/R)-1-3-1-2-5-B,AMATL-C0-HS133-1FR-1-3-1-2-5-B,(AMATLC0HS133-1-F/R)-1-3-1-2-5-B,Asia Lowland,Late,1024,1024,,,,59,59,1.5,,,,2.5,,,,,,,,,1.5,,,,,,,142,,67,,0.47,1.0,,,3.0,,,,,1.0,3.0,,,,,Y,SD,No,,,,,,2.0,,,, ,CML430; CA34502,DMR,"March, 2002",
470,,P31,P31C4S5B-39-#-#-1-B-B,P31-C4-B*6-39-#-#-1-B,P31C4S5B-39-##-1-BB,Asia Lowland,Early,890,908,,,,51,52,1.9,,,,2.0,,,,,,,,,1.5,,,,,,,125,,57,,0.46,1.0,,,1.5,,,,,1.0,2.5,,,,2.7,Y,F,No,,,,,,2.0,,,, ,"CML429; CA00106, CA14524",DMR,"March, 2002",
471,,P147,Pop.147-F2#110-1-2-B-2,P147-F2-110-1-2-B-2,P147F2#110-1-2-B-2,Asia Lowland,Interm,933,966,,,,53,55,1.9,,,,1.0,,,,,,,,,1.5,,,,,,,104,,44,,0.42,1.5,,,3.0,,,,,1.0,3.2,,,,1.9,Y,F,No,,,,,,2.0,,,, ,CML421; CA03128,DMR,"March, 2002",
472,,P147,Pop.147-F2#89-3-2-B-1,P147-F2-89-3-2-B-1,P147F2#89-3-2-B-1,Asia Lowland,Interm,974,999,,,,56,57,2.6,,,,1.0,,,,,,,,,1.5,,,,,,,112,,36,,0.32,1.0,,,3.0,,,,,1.0,2.9,,,,2.3,Y,D,No,,,,,,2.0,,,, ,"CML421; CA14524, CA14514",DMR,"March, 2002",
473,,P31,P31C4S5B-23-#-#-4-BBBB,P31-C4-B*6-B-23-#-#-4-B,P31C4S5B-23-##-4-BBBB,Asia Lowland,Early,890,917,,,,51,52,2.0,,,,2.0,,,,,,,,,1.5,,,,,,,91,,43,,0.47,1.0,,,1.5,,,,,1.0,2.9,,,,1.8,Y,SD,No,,,,,,3.0,,,, ,"CML427; CA14522, CA14512",DMR,"March, 2002",
474,,P145,SW92145-2EV-13-1-BB,SW92145-2EV-13-1-B,SW92145-2EV-13-1-BB,Asia Lowland,Interm,974,982,,,,56,56,2.7,,,,1.0,,,,,,,,,1.5,,,,,,,117,,47,,0.40,1.0,,,2.0,,,,,1.0,2.8,,,,2.1,Y,SD,No,,,,,,1.0,,,, ,"CML421; CA14707, CA03116",DMR,"March, 2002",
475,,P145,SW92145-2P4S2-#-#-11-BBB,SW92145-2-4-B-B-#-#-11-B,SW92145-2P4S2-##-11-BBB,Asia Lowland,Early,873,899,,,,50,51,1.0,,,,4.0,,,,,,,,,1.5,,,,,,,140,,65,,0.46,1.5,,,2.0,,,,,1.0,2.6,,,,3.5,Y,D,No,,,,,,3.0,,,, ,CML427; CA00106,,"March, 2002",
476,,P21,P21(MRRS)C1-525-1-B*11,P21MRRS-C1-525-1-B,P21(MRRS)C1-525-1-B*11,Lowland,Late,,,,,,60,61,1.7,,2.8,,,,,,,,,,,2.1,7.4,8.0,,,,,181,,92,,0.51,2.0,2.0,,2.0,,,,,,3.0,,,,3.8,W,D,No,,,,,1.08,1.5,,,,A,"CML247; CL03208, CL02306",,"October, 2002",
477,,P43,P43 POSTA SEQ C3-S2-1-2-B*8,LAPOSTASEQ-C3-B-B-1-2-B,LPSC3-S2-1-2-B*8,Lowland,Late,,,,,,63,63,2.0,,2.5,,,,,,,,,,,1.8,8.0,4.9,,,,,157,,68,,0.43,1.5,1.0,,1.0,,,,,,2.9,,,,3.9,W,D,No,,,,,0.59,2.0,,,,A,"CML247, 407; CL02216",,"October, 2002",
478,,G24,(G24F119*G24F54)-6-3-2-1-BBB-1-B-#-B*6,(G24-F119/G24-F54)-6-3-2-1-B*3-1-B,(G24F119/G24F54)-6-3-2-1-BBB-1-B-#-B*6,Lowland,Late,,,,,,63,62,1.2,,2.3,,,,,,,,,,,2.1,5.4,6.4,,,,,196,,115,,0.59,2.0,1.0,,1.0,,,,,,2.8,,,,5.0,W,F,No,,,,,2.08,1.0,,,,B,"CML254, 311, 384",,"October, 2002",
479,,P24,(P24STE-5*24STE-17)-BBBB-###-B-3-B-1-B*4,(P24STE-5/P24STE-17)-B*4-#*3-B-3-B-1-B,(P24STE-5/24STE-17)-BBBB-###-B-3-B-1-B*4,Lowland,Interm,,,,,,55,55,1.3,,2.7,,,,,,,,,,,1.6,5.4,5.9,,,,,176,,80,,0.45,1.5,1.0,,2.0,,,,,,2.3,,,,3.3,Y,F,No,,,,,0.28,2.5,,,,A,"CML451; CLG2617, CLSCB03",,"October, 2002",
480,,SintAmTSR,SinAmTSRC2-88-2-2-B*8,SINTAMTSR-C2-88-2-2-B,SINTAMTSRC2-88-2-2-B*8,Lowland,Interm,,,,,,58,58,2.0,,3.0,,,,,,,,,,,2.1,7.6,7.7,,,,,179,,104,,0.58,2.0,2.0,,1.0,,,,,,2.8,,,,3.8,Y,F,No,,,,,0.31,2.5,,,,B,"CML226; CL02450, CL02453",,"October, 2002",
481,,SW1,SW1(S)C11-14-1-3-3-B*4,SW1-C11-14-1-3-3-B,SW1(S)C11-14-1-3-3-B*4,Lowland,Interm,,,,,,58,58,1.3,,2.7,,,,,,,,,,,2.3,7.1,7.4,,,,,176,,85,,0.48,2.0,2.0,,2.0,,,,,,3.2,,,,3.1,Y,F,No,,,,,3.09,1.0,,,,AB,"CML287, 413; CL00392",,"October, 2002",
482,,G19,G 19 C3H104-3-1-B-2-3-BB       ,G19-C3-HS104-3-1-B-2-3-B,G19C3H104-3-1-B-2-3-BB,Lowland,Interm,,,,,,55,54,1.8,,2.3,,,,,,,,,,,1.9,5.5,8.3,,,,,174,,87,,0.50,3.0,2.5,,1.0,,,,,,2.5,,,,4.5,W,SD,No,,,,,0.68,2.0,,,,A,CML419,,"October, 2002",
483,,P502,P502c2-16-2-2-1-3-B-1-B-B,P502-C2-16-2-2-1-3-B-1-B,P502C2-16-2-2-1-3-B-1-BB,Subtropical,Late,,,,,,81,80,,2.0,,2.0,,,,,,,,,,2.5,,,7.0,,,,152,,64,,0.42,1.5,1.5,,2.0,,,,,,2.0,,,,3.0,W,D,No,,,,,1.06,1.5,,,,B,"CML487, 311, 380",,"October, 2002",
484,,MBRET,MBR-ET(W) C1 F139-2-1-B-2-B-B-B-B-B-B-B,MBRETW-C1-F139-2-1-B-2-B,MBRET(W)C1F139-2-1-B-2-BBBBBBB,Subtropical,Late,,,,,,80,79,,2.0,,2.5,,,,,,,,,,2.0,,,4.5,,,,134,,60,,0.45,1.5,2.0,,2.0,,,,,,2.5,,,,3.2,W,SD,No,,,,,0.23,2.5,,,,A,"CML486, 321, 384",,"October, 2002",
485,,G32,89[G32/DRSTEW]#31-1-2-B-B-3-5-2-B-1-2-6-B-B-B,(G32/DRSTEW)-#-31-1-2-B-B-3-5-2-B-1-2-6-B,89[G32/DRSTEW]#31-1-2-BB-3-5-2-B-1-2-6-BBB,Subtropical,Early,,,,,,67,68,,1.5,,3.0,,,,,,,,,,1.5,,,7.5,,,,127,,52,,0.41,2.5,2.5,,3.0,,,,,,2.5,,,,1.8,W,SF,No,,,,,0.31,2.5,,,,A,"CML321, 384",,"October, 2002",
486,,P45,POB.45c8-76-1-2-1-2-B-B-B-B,P45-C8-76-1-2-1-2-B,P45C8-76-1-2-1-2-BBBB,Subtropical,Interm,,,,,,75,75,,2.0,,3.0,,,,,,,,,,2.0,,,7.0,,,,151,,73,,0.48,2.0,2.0,,1.5,,,,,,1.5,,,,2.7,Y,SD,No,,,,,0.53,2.0,,,,A,"CML327, 490",,"October, 2002",
487,,REC,90[SPMATc4/P500(SELY)]#-B-54-4-B-B-B,(SPMAT-C4/P500SELY)-#-B-54-4-B,90[SPMATC4/P500(SELY)]#-B-54-4-BBB,Subtropical,Interm,,,,,,75,74,,2.5,,2.5,,,,,,,,,,2.0,,,6.5,,,,115,,59,,0.51,1.5,2.0,,1.5,,,,,,2.0,,,,2.5,Y,F,No,,,,,0.37,2.5,,,,AB,"CML323, 327, 489",,"October, 2002",
488,CZL02013,DTP,DTPWC8F31-4-2-1-5-BBB,DTPW-C8-F31-4-2-1-5-B,DTPWC8F31-4-2-1-5-BBB,Africa MA/ST,Interm,,,,,,76,,,1.7,,1.6,,2.7,1.4,,,,1.4,,,1.5,,,,,,,143,,69,,0.47,,,,,,,,,1.5,,,,,2.8,W,SF,No,,,,,,2.0,2.0,2.0,,AB,"CML197, 441, 444","Drought, Low N","October, 2002",
489,CZL00022,REC,(CML202/LPSC3H297-2-1-1-2-2-#)-B-3-1-1-8-BB,(CML202/LAPOSTASEQ-C3-FS297-2-1-1-2-2-B)-B-3-1-1-8-B,(CML202/LPSC3H297-2-1-1-2-2-#)-B-3-1-1-8-BB,Africa MA/ST,Late,,,,,,80,,,1.6,,1.7,,2.2,1.3,,,,2.2,,,1.0,,,,,,,152,,71,,0.47,,,,,,,,,1.6,,,,,3.8,W,SF/SD,No,,,,,,2.0,3.0,2.0,,B,"CML197, 312, 442","Drought, Low N","October, 2002",
490,CLQ6311,P63,P63C2HC161-1-3-BB-2-BB-2-B,P63-C2-FS161-1-3-B-B-2-B-B-2-B,P63C2F161-1-3-BB-2-BB-2-B,Lowland,Late,,,,,,61,60,1.6,,4.0,,,,,,,,,,,1.6,8.6,8.0,,,,,161,,70,,0.43,2.5,2.5,,2.0,,,,,,2.5,,,,3.2,W,F,Yes,,,1.7,,0.20,2.5,,,,A,"CLQ6203, CLQ6208",,"June, 2003",
491,CLQRCWQ01,REC,(6207QB/6207QA)-1-4-#-2-2-B-B,(6207QB/6207QA)-1-4-#-2-2-B,(6207QB/6207QA)-1-4-#-2-2-BB,Lowland,Late,,,,,,61,62,1.4,,3.0,,,,,,,,,,,2.0,6.0,6.0,,,,,152,,82,,0.54,1.5,2.0,,3.0,,,,,,2.5,,,,3.6,W,F,Yes,,,1.5,,0.23,2.5,,,,A,"CML264Q, CLQ6316, CLQ6315",,"June, 2003",
492,CLQ6203,P62,P62C3HC163-3-3-3-2-#-1-1-2-BB,P62-C3-FS163-3-3-3-2-#-1-1-2-B,P62C3F163-3-3-3-2-#-1-1-2-BB,Lowland,Interm,,,,,,59,59,2.2,,2.8,,,,,,,,,,,1.8,-,-,,,,,166,,71,,0.43,2.0,2.5,,2.5,,,,,,3.0,,,,3.0,W,F,Yes,,,1.5,,0.40,2.0,,,,B,"CML159, 150; CLQRCWQ09",,"June, 2003",
493,CLQ6601,P66,P66C1HC22-2-5-2-BBBB-3-BB,P66-C1-FS22-2-5-2-B*4-3-B,P66C1F22-2-5-2-BBBB-3-BB,Lowland,Interm,,,,,,58,59,1.7,,3.5,,,,,,,,,,,2.0,6.8,6.6,,,,,169,,83,,0.49,1.5,2.5,,2.0,,,,,,2.9,,,,2.4,Y,SD,Yes,,,1.5,,0.04,3.0,,,,A,CML172,,"June, 2003",
494,CL04365,P43,LPSC4F7-1-2-2-2-2-BBB,LAPOSTASEQ-C4-F7-1-2-2-2-2-B,LPSC4F7-1-2-2-2-2-BBB,Lowland,Interm,,,,,,58,57,1.8,,3.8,,,,,,,,,,,1.8,7.5,7.4,,,,,174,,100,,0.57,2.5,2.0,,3.0,,,,,,2.8,,,,4.5,W,D,No,,,,,1.40,1.0,,,,AB,"CML247,CML449, CL-RCW01",,"June, 2003",
495,CLRCW01,RCW,[P NVA. BCO.(S/D)xNPH-28]F32-B-1-B-1-2-BBBBBB,(PNVABCOSD/NPH-28-1)-F32-B-1-B-1-2-B,[PNVABCO(S/D)/NPH-28]F32-B-1-B-1-2-BBBBBB,Lowland,Late,,,,,,61,60,2.2,,3.3,,,,,,,,,,,1.8,7.0,7.5,,,,,168,,60,,0.57,1.5,2.0,,1.0,,,,,,2.5,,,,3.6,W,F,No,,,,,0.41,2.0,,,,A,"CLM449, CL-04365, CML343",,"June, 2003",
496,CL03613,P36,P36C9F90-B-5-B*7,P36-C9-F90-B-5-B,P36C9F90-B-5-B*7,Lowland,Interm,,,,,,59,59,1.5,,2.2,,,,,,,,,,,2.0,6.8,5.2,,,,,153,,82,,0.57,1.5,2.5,,2.0,,,,,,3.0,,,,3.4,y,SF,No,,,,,1.07,1.0,,,,A,"CML451, CML452 CML226",,"June, 2003",
497,CLRCY003,RCY,[CL-00331*v]-3-B-3-2-1-B*5,(CL00331/V)-3-B-3-2-1-B,[CL00331*v]-3-B-3-2-1-B*5,Lowland,Interm,,,,,,58,59,1.0,,2.3,,,,,,,,,,,2.2,6.8,6.0,,,,,165,,90,,0.57,1.5,1.5,,1.0,,,,,,3.3,,,,4.0,y,F,No,,,,,0.45,2.0,,,,B,"CML287, CL-02450, CL-03613",,"June, 2003",
498,CL-RCW44,RCW,(CML265*CL-00303)-S7*CML264)-B-8-1-3-B*4,((CML265/CL00303)/CML264)-B-8-1-3-B,,Lowland,Late/Interm,,,,,,78,78,2.5,,2.2,,,,,,,,,,,2.0,,,,,,,161,,78,,,1.0,2.0,,2.0,,,,,,2.2,,,,,W,F,,,,,,,,,,,A,"CML449,CML494",,"November, 2005",
