Seq,Inbred Line,Accession,Breeding program,Pop structure,Year Rel,P1A,P2A,eraA,GroupA,TypeA,SourceA,,,,,Ped_line
2748,Mo511W_1,,,,,A509,N72,,,Breeding Cross,,,,,,
945,A668_1,,,,,A509,C103,,,,,,,,,
922,A655_1,,,,,A488,WF9,,,,,,,,,
21,A78,,,unclassified,0,A48 ,A50,0,0,INBRED,0,,,,,
,A78,,,,,A48 ,A50,,,INBRED,,,,,,
791,A96,Ames23393,Minnesota,unclassified,0,A48,H ,0,0,0,0,,,,,
989,A90,Ames23392,Minnesota,unclassified,1,A48,A39,1,5,INBRED,0,,,,,
,A90,,,,,A48,A39,1,5,INBRED,,,,,,
773,A308,Ames23418,Minnesota,unclassified,0,A48,A25,0,0,INBRED,0,,,,,
853,A618,Ames23457,Minnesota,unclassified,0,A434 x W22 ,W22 ,0,0,0,0,,,,,
852,A617,Ames23456,Minnesota,unclassified,0,A434,W22,0,0,0,0,,,,,
932,A663_1,,,,,A427,Cuzco,,,,,,,,,
868,A627,Ames23463,Minnesota,unclassified,0,A392,R61,0,0,INBRED,0,,,,,
1212,B47,PI601009,ExPVP,stiff stalk,1,A392,R61,2,2,INBRED,0,,,,,
,B47,,,,,A392,R61,2,2,INBRED,,,,,,
71,A392,,,unclassified,0,A39,H,0,0,INBRED,0,,,,,
787,A385,Ames23429,Minnesota,unclassified,0,A39,H,0,0,0,0,,,,,
,A392,,,,,A39,H,,,INBRED,,,,,,
779,A322,Ames23422,Minnesota,unclassified,0,A39,A25 ,0,0,INBRED,0,,,,,
829,A547_1,,,,,A375,PioneerLongEar,,,F1 breeding cross,,,,,,
3209,ND376,NSL32733,North Dakota,unclassified,0,A375,ND203,0,0,INBRED,0,,,,,
3537,R53_1,,,,,A375,M13,,,Breeding Cross,,,,,,
830,A547,Ames23448,Minnesota,unclassified,0,A375,A547_1,0,0,Inbred,0,,,,,
764,A272,Ames27063,Other,unclassified,0,A375,A272_3,0,0,INBRED,0,,,,,
763,A272_3,,,,,A375,A272_2,,,BC2,,,,,,
762,A272_2,,,,,A375,A272_1,,,BC1,,,,,,
761,A272_1,,,,,A375,401,,,F1 breeding cross,,,,,,
743,A260,Ames23408,Minnesota,unclassified,0,A367,Fe,0,0,INBRED,0,,,,,
825,A508,Ames23446,Minnesota,unclassified,0,A357,HaneysNo13,0,0,Inbred,0,,,,,
831,A548,Ames23449,Minnesota,unclassified,0,A357,A547_1,0,0,Inbred,0,,,,,
790,A401,Ames23430,Minnesota,unclassified,0,A347,K230,0,0,0,0,,,,,
838,A572,Ames23451,Minnesota,unclassified,0,A344,Morris13 ,0,0,Open Pollinated Population,Variant of Minn13?,,,,,
767,A288,Ames23414,Minnesota,unclassified,0,A344,L317,0,0,INBRED,0,,,,,
768,A295,Ames23415,Minnesota,unclassified,1,A344,L317,0,0,INBRED,0,,,,,
,A295,,,,,A344,L317,,,INBRED,,,,,,
842,A575,Ames23452,Minnesota,unclassified,0,A344, A396 ,0,0,0,0,,,,,
850,A434_1,,,,,A34,OH93,,,,,,,,,
851,A434,,Minnesota,,,A34,A434_1,,,,,,,,,
777,A312,Ames23420,Minnesota,unclassified,0,A34,A25,0,0,INBRED,0,,,,,
3412,PHT55,PI601498,ExPVP,stiff stalk,1,A33GB4,A34CB4,3,12,PIONEER PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8800046,,,,,
3358,PHG39,PI600981,Other,unclassified,1,A33GB4,A34CB4,3,12,PIONEER PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8300115,,,,,
,PHG39,,,,,A33GB4,A34CB4,3,12,PIONEER PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8300115,,,,,
,PHT55,,,,,A33GB4,A34CB4,3,12,PIONEER PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8800046,,,,,
745,A264_1,,,,,A334,Oh40B,,,F1 breeding cross,,,,,,
766,A286,Ames23413,Minnesota,unclassified,0,A334,Oh07,0,0,INBRED,0,,,,,
2211,A545,,,,,A334,Oh07,,,INBRED,,,,,,
3210,ND385_1,,,,,A334,ND211,,,Breeding Cross,,,,,,
824,A502,Ames23445,Minnesota,unclassified,0,A334,HaneysNo13,0,0,Inbred,0,,,,,
747,A264,Ames23409,Minnesota,unclassified,0,A334,A264_2,0,0,INBRED,0,,,,,
746,A264_2,,,,,A334,A264_1,,,BC1,,,,,,
813,A451,Ames23438,Minnesota,unclassified,0,A323,A451_2,0,0,Inbred,0,,,,,
804,A449_1,,,,,A322,POP,,,F1 breeding cross,,,,,,
812,A451_2,,,,,A322,A451_1,,,BC2,,,,,,
810,A450,Ames23437,Minnesota,unclassified,0,A322,A450_2,0,0,Inbred,0,,,,,
809,A450_2,,,,,A322,A450_1,,,BC2,,,,,,
807,A449,Ames23436,Minnesota,unclassified,0,A322,A449_3,0,0,Inbred,0,,,,,
806,A449_3,,,,,A322,A449_2,,,BC2,,,,,,
805,A449_2,,,,,A322,A449_1,,,BC1,,,,,,
808,A450_1,,,,,A322,A449_1,,,BC1,,,,,,
811,A451_1,,,,,A322,A449_1,,,BC1,,,,,,
860,A622_1,,,,,A298,Amargo 41-2504B,,,F1 breeding cross,,,,,,
862,A622,Ames23459,Minnesota,unclassified,0,A298,A622_2,0,0,INBRED,0,,,,,
861,A622_2,,,,,A298,A622_1,,,BC1,,,,,,
865,A624,Ames23460,Minnesota,unclassified,0,A295 ,A624_1,0,0,BC1,0,,,,,
487,5P9_1,,,unclassified,0,A295,3J3,0,0,PARENTAL CROSS,0,,,,,
,5P9_1,,,,,A295,3J3,,,PARENTAL CROSS,,,,,,
1214,B49,PI550443,Iowa,unclassified,1952,A277,B96,0,0,INBRED,0,,,,,
741,A367,,,,,A26,A9 ,,,INBRED,,,,,,
28,A237,,,unclassified,0,A237_1,A2,0,0,INBRED,0,,,,,
,A237,,,,,A237_1,A2,,,INBRED,,,,,,
796,A422,Ames23433,Minnesota,unclassified,0,A21,W283,0,0,0,0,,,,,
42,V3,,,unclassified,0,A21,W185,0,0,INBRED - CANADA MORDEN LINE CMV3(?),0,,,,,
1432,CMV3,Ames27038,Other,unclassified,1,A21,W185,0,0,INBRED,0,,,,,
,V3,,,,,A21,W185,,,INBRED - CANADA MORDEN LINE CMV3(?),,,,,,
,CMV3,,,,,A21,W185,,,INBRED,,,,,,
817,A480,Ames23439,Minnesota,unclassified,0,A21, A163,0,0,Inbred,0,,,,,
711,A201,Ames23399,Minnesota,unclassified,0,A201_2,A2,0,0,INBRED,0,,,,,
710,A201_2,,,,,A201_1,A2,,,BC1,,,,,,
27,A237_1,,,unclassified,0,A2 ,C23,0,0,PARENTAL CROSS,0,,,,,
,A237_1,,,,,A2 ,C23,,,PARENTAL CROSS,,,,,,
797,A424,Ames23434,Minnesota,unclassified,0,A2,LSR,0,0,0,0,,,,,
709,A201_1,,,,,A2,C23,,,F1 breeding cross,,,,,,
703,A165,NSL42877,Minnesota,non-stiff stalk,0,A2,A7 ,0,0,INBRED,0,,,,,
698,A152,Ames23395,Minnesota,unclassified,0,A2,A7 ,0,0,INBRED,0,,,,,
699,A155,Ames23396,Minnesota,unclassified,0,A2,A7 ,0,0,INBRED,0,,,,,
704,A166,Ames23398,Minnesota,unclassified,0,A2,A39,0,0,INBRED,0,,,,,
701,A158,Ames23397,Minnesota,unclassified,0,A2,47,0,0,INBRED,0,,,,,
816,A163,,,,,A2,47,,,Inbred,,,,,,
11,A188,Ames22443,Minnesota,unclassified,1,A188_1,4_29,1,1,INBRED,0,,,,,
,A188,,,,,A188_1,4_29,1,1,INBRED,,,,,,
30,A619_1,,,unclassified,0,A171 ,OH43,0,0,PARENTAL CROSS,0,,,,,
,A619_1,,,,,A171 ,OH43,,,PARENTAL CROSS,,,,,,
845,A588_1,,,,,A165,PioneerLongEar,,,,,,,,,
866,A625_1,,,,,A165,PioneerLongEar,,,F1 breeding cross,,,,,,
867,A625,Ames23461,Minnesota,unclassified,0,A165,A625_1,0,0,BC1,0,,,,,
846,A588,Ames23455,Minnesota,unclassified,0,A165,A588_1,0,0,0,0,,,,,
818,A495,Ames23440,Minnesota,unclassified,0,A163, W283,0,0,Inbred,0,,,,,
819,A497,Ames23441,Minnesota,unclassified,0,A163, W283,0,0,Inbred,0,,,,,
820,A498,Ames23442,Minnesota,unclassified,0,A163, W283,0,0,Inbred,0,,,,,
821,A499,Ames23443,Minnesota,unclassified,0,A163, W283,0,0,Inbred,0,,,,,
822,A500,Ames23444,Minnesota,unclassified,0,A163, W283,0,0,Inbred,0,,,,,
921,A654,PI587141,Minnesota,unclassified,1,A116 ,WF9,2,4,INBRED,0,,,,,
,A654,,,,,A116 ,WF9,2,4,INBRED,,,,,,
568,89302,PI550911,Other,tropical,0,89302_1,H625,0,0,0,0,,,,,
566,89291,PI550909,Other,tropical,0,89291_1,ZS206,0,0,0,0,,,,,
564,89274,PI550900,Other,tropical,0,89274_1,Kitale_II,0,0,0,0,,,,,
4036,WIL903,PI601686,ExPVP,non-stiff stalk,1989,82C43,82C43,0,0,INBRED,http://apps.ams.usda.gov/CMS//AdobeImages/008900094.pdf,,,,,
4034,WIL900,PI601684,ExPVP,unclassified,1991,82C43,82C43,0,0,INBRED,http://apps.ams.usda.gov/CMS//AdobeImages/008900092.pdf,,,,,
4033,WIL500,PI601689,ExPVP,non-stiff stalk,1989,82C25,82C25,0,0,INBRED,http://apps.ams.usda.gov/CMS//AdobeImages/008900156.pdf,high lysine line from Wilson Seeds,,,,
4035,WIL901,PI601685,ExPVP,non-stiff stalk,1989,82C232,82C232,0,0,INBRED,http://apps.ams.usda.gov/CMS//AdobeImages/008900093.pdf,,,,,
670,78551S,PI601562,ExPVP,non-stiff stalk,1,78060A,LH38,3,6,DEKALB PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8800195,,,,,
,78551S,,,,,78060A,LH38,3,6,DEKALB PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8800195,,,,,
3339,Pa871,Ames19324,Other,unclassified,0,75F_5, Pa881P,0,0,INBRED,0,,,,,
2257,H122W_1,,,,,74-R336,FR805,,,Breeding Cross,,,,,,
538,6103,PI601159,ExPVP,unclassified,1,6103_1,6103_2,3,7,ASGROW PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8500005,,,,,
,6103,,,,,6103_1,6103_2,3,7,ASGROW PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8500005,,,,,
1732,CO237,Ames27047,Ontario,unclassified,0,59-946-1370-7-28 ,0,0,0,INBRED,self out of parent from Pennsylvania State University,,,,,
439,CH539-9,,,unclassified,0,51E,CC5,0,0,AG CANADA HARROW INBRED LINE,0,,,,,
,CH539-9,,,,,51E,CC5,,,AG CANADA HARROW INBRED LINE,,,,,,
1244,B8,NSL65864,Iowa,unclassified,1,4CO63,GOLDENKING,2,1,INBRED,0,,,,,
,B8,,,,,4CO63,GOLDENKING,2,1,INBRED,,,,,,
2639,MANS,,,,,4A5,AUM_H,,,Dekalb Inbred,,,,,,
663,6F629,PI546483,ExPVP,stiff stalk,0,4608H,88501B,0,0,Dekalb PVP inbred B73 type,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=9100036,,,,,
2637,MBPM,PI601440,ExPVP,non-stiff stalk,1,400MCOMP,400MCOMP,3,8,DEKALB PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8700175,,,,,
,MBPM,,,,,400MCOMP,400MCOMP,3,8,DEKALB PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8700175,,,,,
782,A340,Ames23424,Minnesota,unclassified,1,4_29,A48,1,3,INBRED,0,,,,,
,A340,,,,,4_29,A48,1,3,INBRED,,,,,,
10,A188_1,,,unclassified,0,4_29,64,0,0,PARENTAL CROSS,0,,,,,
,A188_1,,,,,4_29,64,,,PARENTAL CROSS,,,,,,
3545,R76,NSL30875,Illinois,unclassified,0,38_11,R76_1,0,0,INBRED,0,,,,,
2692,Mo3,PI558522,Missouri,unclassified,0,38_11,R136,0,0,INBRED,38-11 X R136,,,,,
3544,R76_1,,,,,38_11,IllinoisHighOil,,,Breeding Cross,,,,,,
3192,W739_2,,,,0,37A,191B,,,Breeding Cross,,,,,,
2219,H105W_1,,,,,33_16,A632,,,Breeding Cross,,,,,,
2280,H30W,Ames26782,Indiana,unclassified,0,30W_2,Nov-38,0,0,INBRED,0,,,,,
2279,30W_2,,,,,30W_1,Nov-38,,,BC1,,,,,,
596,29MIBZ2,PI548830,ExPVP,unclassified,0,29MIBZ2_2,P3901,0,0,0,http://apps.ams.usda.gov/CMS//AdobeImages/009100124.pdf,,,,,
595,29MIBZ2_2,PI548830,ExPVP,unclassified,0,29MIBZ2_1,B87,0,0,0,0,,,,,
533,2369,PI601559,ExPVP,stiff stalk,0,2369_1,B73,0,0,0,http://apps.ams.usda.gov/CMS//AdobeImages/008800178.pdf,,,,,
2292,H5,Ames26772,Indiana,unclassified,1,22-35,22-35,2,1,SELF OUT OF 22-35   22-35 MAY NOT HAVE BEEN FULLY INBRED,0,,,,,
,H5,,,,,22-35,22-35,2,1,SELF OUT OF 22-35   22-35 MAY NOT HAVE BEEN FULLY INBRED,,,,,,
1722,CO192_1,,,,,1S2 í„ 167-8-5,,,,Breeding cross,,,,,,
591,1416-1,Ames29448,NCSU,unclassified,0,155 x 105.306,B73Ht/Mo17Ht,0,0,0,,,,,,
539,11430,PI601558,ExPVP,unclassified,1,12LINE_LANCASTER_SYN,12LINE_LANCASTER_SYN,3,4,CARGILL PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8800177,,,,,
,11430,,,,,12LINE_LANCASTER_SYN,12LINE_LANCASTER_SYN,3,4,CARGILL PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8800177,,,,,
1920,FBLA,PI546482,ExPVP,unclassified,0,1094_H,A656,0,0,0,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=9100035,,,,,
3227,NL001,PI546485,ExPVP,unclassified,1984,1089Ht,NL001_1,0,0,INBRED,http://apps.ams.usda.gov/CMS//AdobeImages/009100038.pdf,,,,,
,PA91,,,,,1067_1,B73,,,INBRED,,,,,,
484,1061,,,unclassified,0,1061_1,B73,0,0,PARENTAL CROSS,0,,,,,
,1061,,,,,1061_1,B73,,,PARENTAL CROSS,,,,,,
593,1497-2,Ames29394,Other,unclassified,0,105.101 x 306.5,B73Ht/Mo17Ht,0,0,0, ,,,,,
3983,Va30,Ames19009,Other,unclassified,0,[(Va17 X Va36) Va17],0,0,0,0,0,,,,,
3994,Va5,PI542956,Other,unclassified,0,[(T61 X K55) K55],0,0,0,0,0,,,,,
3998,Va6,PI542957,Other,unclassified,0,[(K41 X K44) K44 (22)],0,0,0,0,0,,,,,
3992,Va4,PI542955,Other,unclassified,0,[(H21 X K55) K55],0,0,0,0,0,,,,,
3996,Va58,Ames19015,Other,unclassified,0,[(C103 X T8 (2))] X (C.I.21E X C103 (2))],0,0,0,0,0,,,,,
2725,Mo45,PI583350,Missouri,unclassified,1994,(NTC_P3184,(NTC_P3184,0,0,INBRED,(Negro de Tierra Caliente/Pioneer_3184)C6,,,,,
3986,Va35C,Ames14115,Other,non-stiff stalk,0,(C103 x T8)T8,0,0,0,0,0,,,,,
143,W59M,,,unclassified,0, W59M_1,W59M_2,0,0,PARENTAL CROSS,0,,,,,
,W59M,,,,, W59M_1,W59M_2,,,PARENTAL CROSS,,,,,,
2532,Ki14,Ames27259,Thailand,tropical,0, Suwan1,Suwan1,0,0,INBRED,0,,,,,
2533,Ki2021,Ki2021,Thailand,tropical,0, Suwan1,Suwan1,0,0,INBRED,Suwan 1; DeKalb version of Ki9,,,,,
2291,H49,Ames26787,Indiana,unclassified,1, H49_1,WF9,1,3,INBRED,0,,,,,
,H49,,,,, H49_1,WF9,1,3,INBRED,,,,,,
1336,CI12,Ames28949,Other,unclassified,0, CI23,CI12_1,0,0,INBRED,0,,,,,
1332,CI1,Ames26114,Other,unclassified,0, CI1_1,CI11B,0,0,0,0,,,,,
1392,CI81B,CIze81,Other,unclassified,0, ,0,0,0,INBRED,Unknown pedigree,,,,,
1424,CL19,Ames27026,Ontario,unclassified,0, ,0,0,0,INBRED,Unknown Pedigree,,,,,
1957,GE317,Ames10260,Other,unclassified,0, ,0,0,0,INBRED,0,,,,,
3959,TZSTRI122,PI639946,Nigeria,tropical,2006,90301,87036,0,0,INBRED,0,,,,,
3925,TZMI718,PI635129,Nigeria,tropical,2004,89302,Z28,0,0,INBRED,0,,,,,
3924,TZMI717,PI635128,Nigeria,tropical,2004,89258,Z28,0,0,INBRED,0,,,,,
3963,TZSTRI126,PI639950,Nigeria,tropical,2006,88091,90156,0,0,INBRED,I believe the frist parent should be 88091 not 8809 as published  ,,,,,
3923,TZMI716,PI635127,Nigeria,tropical,2004,88069,87366,0,0,INBRED,0,,,,,
3960,TZSTRI123,PI639947,Nigeria,tropical,2006,87036,89274,0,0,INBRED,0,,,,,
3961,TZSTRI124,PI639948,Nigeria,tropical,2006,87036,89274,0,0,INBRED,0,,,,,
3932,TZMI725,PI635136,Nigeria,tropical,2004,87036,87923,0,0,INBRED,0,,,,,
3921,TZMI714,PI635125,Nigeria,tropical,2004,87014,Z28,0,0,INBRED,0,,,,,
3922,TZMI715,PI635126,Nigeria,tropical,2004,87014,Z28,0,0,INBRED,0,,,,,
652,58611InbredA632,PI648423,Other,stiff stalk,0,58610,58610,0,0,finished inbred (S7),High methionine  version of A632,,,,,
784,A357,Ames23426,Minnesota,unclassified,0,29-Jun,H ,0,0,0,0,,,,,
732,A347,,,,,29-Jun,H,,,INBRED,,,,,,
733,A238,NSL81595,Minnesota,unclassified,0,29-Jun,A73,0,0,INBRED,0,,,,,
1363,CI38B,CIze38,Other,unclassified,0,Nov-38,NC34,0,0,INBRED,0,,,,,
2293,H50_1,,,,,Nov-38,Mo21A,,,Breeding Cross,,,,,,
2297,H52_1,,,,,Nov-38,L97,,,Breeding Cross,,,,,,
237,PA91_1,,,unclassified,0,Nov-38, L317,0,0,F1 PARENTAL CROSS,0,,,,,
,PA91_1,,,,,Nov-38, L317,,,F1 PARENTAL CROSS,,,,,,
482,6103_1,,,unclassified,0,10631,A632,0,0,PARENTAL CROSS,0,,,,,
,6103_1,,,,,10631,A632,,,PARENTAL CROSS,,,,,,
,CIMMYT730Par_1,,,,,8232,TZMSR-W,,,Breeding Cross,,,,,,
2446,Tzi8,,,,,7728,TZSR,,,INBRED,"IITA4001, SeteLagaos (TZSR X 7728) BC (Nigeria)",,,,,
641,5120B,NSL30905,Other,unclassified,0,5120,5120,0,0,Selection out of Ill inbred 5120, ,,,,,
666,6M502,PI601561,ExPVP,non-stiff stalk,0,4913,MAWU,0,0,Dekalb PVP inbred Mo17 type,http://apps.ams.usda.gov/CMS//AdobeImages/008800191.pdf,,,,,
667,6M502A,PI546484,ExPVP,unclassified,0,4913,MAWU,0,0,Dekalb PVP inbred Mo17 type,http://apps.ams.usda.gov/CMS//AdobeImages/009100037.pdf,,,,,
491,2MA22,,,unclassified,0,4780,5P9_1,3,12,DEKALB PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8800193,,,,,
599,2MA22,PI601560,ExPVP,non-stiff stalk,1,4780,5P9_1,3,12,DEKALB PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8800193,,,,,
,2MA22,,,,,4780,5P9_1,3,12,DEKALB PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8800193,,,,,
669,78371A,PI601438,ExPVP,non-stiff stalk,1,4726,IOWALONGEAR,3,6,DEKALB PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8700172,,,,,
,78371A,,,,,4726,IOWALONGEAR,3,6,DEKALB PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8700172,,,,,
3827,Tx772,PI633844,Other,unclassified,0,4521,Tx772_1,0,0,INBRED,RR/2*4521,,,,,
3826,Tx772_1,,,,,4521,RR,,,Breeding Cross,,,,,,
,W117,PI 587153,,,,643,Minn13,,,,,,,,,
590,155 x 105.306,,,tropical,,155,105.306,,,, ,,,,,
1517,CML247,PI595541,Mexico,tropical,0,26,0,0,0,INBRED,(Pool 24 FS119*FS54)-6-4-1-1-BB-f .,,,,,
657,58801InbredMo17,PI648430,Other,non-stiff stalk,0,0,BSSS53,0,0,0,High methionine  version of Mo17,,,,,
659,58803Mo17MethBcS3,PI648432,Other,non-stiff stalk,0,0,BSSS53,0,0,0,High methionine  version of Mo17,,,,,
653,58612InbredB73,PI648426,Other,stiff stalk,0,0,BSSS53,0,0,0,High methionine  version of B73,,,,,
654,58613B73MethBc5S4,PI648427,Other,stiff stalk,0,0,BSSS53,0,0,0,High methionine  version of B73,,,,,
656,58615B73MethBc5S4,PI648429,Other,stiff stalk,0,0,BSSS53,0,0,0,High methionine  version of B73,,,,,
655,58614B73MethBc5S4,PI648428,Other,unclassified,0,0,BSSS53,0,0,0,High methionine  version of B73,,,,,
658,58802Mo17MethBcS3,PI648431,Other,unclassified,0,0,BSSS53,0,0,0,High methionine  version of Mo17,,,,,
660,58804Mo17MethBcS3,PI648433,Other,unclassified,0,0,BSSS53,0,0,0,High methionine  version of Mo17,,,,,
3616,SC301,PI542944,Other,unclassified,0,0, ,0,0,INBRED,0,,,,,
623,4F-182BS11,PI198889,Argentina,Flint,0,0,0,0,0,0,Accession was collected. Argentina. Accession was donated. 27-Dec-1951,,,,,
624,4F-203AM6,PI198890,Argentina,Flint,0,0,0,0,0,0,0,,,,,
625,4F-234BX4,PI198892,Argentina,Flint,0,0,0,0,0,0,0,,,,,
626,4F-240BX16,PI198893,Argentina,Flint,0,0,0,0,0,0,0,,,,,
627,4F-259HQ,PI198894,Argentina,Flint,0,0,0,0,0,0,0,,,,,
628,4F-285TX15,PI198895,Argentina,Flint,0,0,0,0,0,0,0,,,,,
629,4F-300AD3,PI198896,Argentina,Flint,0,0,0,0,0,0,0,,,,,
630,4F-306108,PI198897,Argentina,Flint,0,0,0,0,0,0,0,,,,,
631,4F-342CM4,PI198901,Argentina,Flint,0,0,0,0,0,0,0,,,,,
632,4F-345CN12,PI198902,Argentina,Flint,0,0,0,0,0,0,0,,,,,
633,4F-350CN2,PI198903,Argentina,Flint,0,0,0,0,0,0,0,,,,,
634,4F-353CN33,PI198904,Argentina,Flint,0,0,0,0,0,0,0,,,,,
635,4F-35BK,PI198888,Argentina,Flint,0,0,0,0,0,0,0,,,,,
636,4F-374GE3,PI198905,Argentina,Flint,0,0,0,0,0,0,0,,,,,
637,4F-403JV15,PI198906,Argentina,Flint,0,0,0,0,0,0,Cateto_race,,,,,
1,EarlyYellowDent,,,landraces,0,0,0,0,0,Open Pollinated Variety,0,,,,,
2,MinnesotaNo13,,,landraces,0,0,0,0,0,Open Pollinated Variety,0,,,,,
3,Funk90Day,,,landraces,0,0,0,0,0,Open Pollinated Variety,0,,,,,
4,FunkYellowDent,,,landraces,0,0,0,0,0,Open Pollinated Variety,0,,,,,
6,NorthwesternDent ,,,landraces,0,0,0,0,0,Open Pollinated Variety,0,,,,,
8,SilverKing,,,landraces,0,0,0,0,0,Open Pollinated Variety,0,,,,,
22,WisconsinNo25,,,landraces,0,0,0,0,0,Open Pollinated Variety,0,,,,,
46,MinnesotaSynthetic3 ,,,landraces,0,0,0,0,0,0,0,,,,,
47,MinnesotaSyntheticAS_A ,,,landraces,0,0,0,0,0,Early maturity Minn synthetic pop,0,,,,,
51,FUNK176A,,,landraces,0,0,0,0,0,Open Pollinated Variety,0,,,,,
53,ARMELSREIDYELLOWDENT,,,landraces,0,0,0,0,99,Open Pollinated Variety,0,,,,,
78,Midland,,,landraces,0,0,0,0,0,Open Pollinated Variety,0,,,,,
81,TEXASSURECROPPER,,,landraces,0,0,0,0,0,Open Pollinated Variety,0,,,,,
87,FourCountyWhite,,,landraces,0,0,0,0,0,Open Pollinated Variety,0,,,,,
90,BlacksYellowDent,,,landraces,0,0,0,0,3,Open Pollinated Variety,0,,,,,
92,BloodyButcher(RectorStrain),,,landraces,0,0,0,3,5,Open Pollinated Variety,0,,,,,
93,BooneCountyWhite,,,landraces,0,0,0,0,5,Open Pollinated Variety,0,,,,,
94,ButlerCountyWhite,,,landraces,0,0,0,0,5,Open Pollinated Variety,0,,,,,
95,ButlerCountyYellow,,,landraces,0,0,0,1,1,Open Pollinated Variety,0,,,,,
103,CrawfordCountyChief,,,landraces,0,0,0,0,0,Open Pollinated Variety,0,,,,,
131,EarlyButler,,,landraces,0,0,0,0,3,Open Pollinated Variety,0,,,,,
132,EichelburgerClarage,,,landraces,0,0,0,1,1,Open Pollinated Variety,0,,,,,
133,LACAUNE,,,landraces,0,0,0,0,0,OP  FRENCH FLINT,0,,,,,
134,Falconer,PI219877,,landraces,0,0,0,3,9,Open Pollinated Variety,"From Oscar H. Will Seed Company, Bismarck, North Dakota.",,,,,
138,GoldenGlow,,,landraces,0,0,0,0,2,Open Pollinated Variety,0,,,,,
144,FunksYellowDent,,,landraces,0,0,0,1,1,Open Pollinated Variety,0,,,,,
148,GaspeFlint,,,landraces,0,0,0,0,2,Open Pollinated Variety,0,,,,,
149,GoldenGlow(Smithersstrain),,,landraces,0,0,0,0,3,Open Pollinated Variety,0,,,,,
150,GoldenKing,,,landraces,0,0,0,0,5,Open Pollinated Variety,0,,,,,
151,GourdseedDent,,,landraces,0,0,0,2,4,Open Pollinated Variety,0,,,,,
152,HastingsYellowProlific,,,landraces,0,0,0,0,3,Open Pollinated Variety,0,,,,,
159,Tuxpan,,,landraces,0,0,0,0,0,Open Pollinated Variety,0,,,,,
174,HaysGolden,,,landraces,0,0,0,3,10,Open Pollinated Variety,0,,,,,
183,ImprovedLeaming,,,landraces,0,0,0,3,8,Open Pollinated Variety,0,,,,,
186,Jarvis,,,landraces,0,0,0,0,5,Open Pollinated Variety,0,,,,,
187,JarvisGoldenProlific,,,landraces,0,0,0,0,5,Open Pollinated Variety,0,,,,,
188,Jellicorse,,,landraces,0,0,0,0,5,Open Pollinated Variety,0,,,,,
189,JohnsonCountyWhite,,,landraces,0,0,0,1,1,Open Pollinated Variety,0,,,,,
190,PrideofSaline(yellow strain),,,landraces,0,0,0,0,0,Open Pollinated Variety,0,,,,,
191,KansasSunflower,,,landraces,0,0,0,0,0,Open Pollinated Variety,0,,,,,
192,PrideofSaline(white strain),,,landraces,0,0,0,0,0,Open Pollinated Variety,0,,,,,
193,KrugYellowDent,,,landraces,0,0,0,0,3,Open Pollinated Variety,0,,,,,
194,KrugYellowDent(Shroupstrain),,,landraces,0,0,0,1,1,Open Pollinated Variety,0,,,,,
197,MannLeaming,,,landraces,0,0,0,0,0,Open Pollinated Variety,0,,,,,
198,LancasterSurecrop,,,landraces,0,0,0,0,3,Open Pollinated Variety,0,,,,,
199,Ladyfinger,,,landraces,0,0,0,0,1,Open Pollinated Variety,0,,,,,
200,LateClarage,,,landraces,0,0,0,1,4,Open Pollinated Variety,0,,,,,
202,Leaming,,,landraces,0,0,0,0,3,Open Pollinated Variety,0,,,,,
203,LegalTenderYellowDent,,,landraces,0,0,0,3,11,Open Pollinated Variety,0,,,,,
245,Laguna,,,landraces,0,0,0,0,0,Open Pollinated Variety,0,,,,,
