"","taxon","genus","species","spauthor","subtaxa","subtauthor","cropname","avail","instcode","accenumb","acckey","collnumb","collcode","taxno","accename","acqdate","origcty","collsite","latitude","longitude","elevation","colldate","bredcode","sampstat","ancest","collsrc","donorcode","donornumb","othernumb","duplsite","storage","latdec","longdec","remarks","history","released","Accesion.N","references","paper","date","Inbred.line","N.GBS.samples","N.Plants","Avg..IBS","X..missing","Breeding.program","Pop.structure","Year","Registration.","Source"
"1689","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 303928",1228202,"",NA,311987,"NO. 1032 INBRED","19620315","ESP","","","",NA,"",NA,300,"",20,NA,"",":NO. 1032 INBRED;USA126:Ames 485","USA005","10",NA,NA,"","COLLECTED   Spain by. DONATED  03/15/1962 Wisconsin, United States by Neal, N., Department of Agronomy","","PI303928","Accession was donated. 15-Mar-1962. Wisconsin, United States. Neal, N., Department of Agronomy.","n","1962","NO.1032INBRED",1,1,NA,0.49,"Spain","unclassified",NA,NA,NA
"1690","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 303929",1228203,"",NA,311987,"NO. 1037 INBRED","19620315","ESP","","","",NA,"",NA,300,"",20,NA,"",":NO. 1037 INBRED;USA126:Ames 486","USA005","10",NA,NA,"","COLLECTED   Spain by. DONATED  03/15/1962 Wisconsin, United States by Neal, N., Department of Agronomy","","PI303929","Accession was donated. 15-Mar-1962. Wisconsin, United States. Neal, N., Department of Agronomy.","n","1962","NO.1037INBRED",1,1,NA,0.63,"Spain","unclassified",NA,NA,NA
"1691","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 303930",1228204,"",NA,311987,"NO. 1049 INBRED","19620315","ESP","","","",NA,"",NA,300,"",20,NA,"",":NO. 1049 INBRED;USA126:Ames 487","USA005","10",NA,NA,"","COLLECTED   Spain by. DONATED  03/15/1962 Wisconsin, United States by Neal, N., Department of Agronomy","","PI303930","Accession was donated. 15-Mar-1962. Wisconsin, United States. Neal, N., Department of Agronomy.","n","1962","NO.1049INBRED",1,1,NA,0.48,"Spain","unclassified",NA,NA,NA
"1692","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 303932",1228206,"",NA,311987,"NO. 1068 INBRED","19620315","ESP","","","",NA,"",NA,300,"",20,NA,"",":NO. 1068 INBRED;USA126:Ames 489","USA005","10",NA,NA,"","COLLECTED   Spain by. DONATED  03/15/1962 Wisconsin, United States by Neal, N., Department of Agronomy","","PI303932","Accession was donated. 15-Mar-1962. Wisconsin, United States. Neal, N., Department of Agronomy.","n","1962","NO.1068INBRED",1,1,NA,0.68,"Spain","unclassified",NA,NA,NA
"1693","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 303933",1228207,"",NA,311987,"NO. 1070 INBRED","19620315","ESP","","","",NA,"",NA,300,"",20,NA,"",":NO. 1070 INBRED;USA126:Ames 490","USA005","10",NA,NA,"","COLLECTED   Spain by. DONATED  03/15/1962 Wisconsin, United States by Neal, N., Department of Agronomy","","PI303933","Accession was donated. 15-Mar-1962. Wisconsin, United States. Neal, N., Department of Agronomy.","n","1962","NO.1070INBRED",1,1,NA,0.54,"Spain","unclassified",NA,NA,NA
"1694","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","N","USA020","PI 303935",1228209,"",NA,311987,"NO. 1163 INBRED","19620315","ESP","","","",NA,"",NA,300,"",20,NA,"",":NO. 1163 INBRED;USA126:Ames 492","USA005","10",NA,NA,"","COLLECTED   Spain by. DONATED  03/15/1962 Wisconsin, United States by Neal, N., Department of Agronomy","","PI303935","","","na","NO.1163INBRED",1,1,NA,0.62,"Spain","unclassified",NA,NA,NA
"1695","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 303936",1228210,"",NA,311987,"NO. 1174 INBRED","19620315","ESP","","","",NA,"",NA,300,"",20,NA,"",":NO. 1174 INBRED;USA126:Ames 493","USA005","10",NA,NA,"","COLLECTED   Spain by. DONATED  03/15/1962 Wisconsin, United States by Neal, N., Department of Agronomy","","PI303936","Accession was donated. 15-Mar-1962. Wisconsin, United States. Neal, N., Department of Agronomy.","n","1962","NO.1174INBRED",1,1,NA,0.64,"Spain","unclassified",NA,NA,NA
"1696","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 303937",1228211,"",NA,311987,"NO. 1175 INBRED","19620315","ESP","","","",NA,"",NA,300,"",20,NA,"",":NO. 1175 INBRED;USA126:Ames 495","USA005","10",NA,NA,"","COLLECTED   Spain by. DONATED  03/15/1962 Wisconsin, United States by Neal, N., Department of Agronomy","","PI303937","Accession was donated. 15-Mar-1962. Wisconsin, United States. Neal, N., Department of Agronomy.","n","1962","NO.1175INBRED",1,1,NA,0.51,"Spain","unclassified",NA,NA,NA
"1697","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 303938",1228212,"",NA,311987,"NO. 1185 INBRED","19620315","ESP","","","",NA,"",NA,300,"",20,NA,"",":NO. 1185 INBRED;USA126:Ames 496","USA005","10",NA,NA,"","COLLECTED   Spain by. DONATED  03/15/1962 Wisconsin, United States by Neal, N., Department of Agronomy","","PI303938","Accession was donated. 15-Mar-1962. Wisconsin, United States. Neal, N., Department of Agronomy.","n","1962","NO.1185INBRED",1,1,NA,0.67,"Spain","unclassified",NA,NA,NA
"1698","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 303939",1228213,"",NA,311987,"NO. 1197 INBRED","19620315","ESP","","","",NA,"",NA,300,"",20,NA,"",":NO. 1197 INBRED;USA126:Ames 497","USA005","10",NA,NA,"","COLLECTED   Spain by. DONATED  03/15/1962 Wisconsin, United States by Neal, N., Department of Agronomy","","PI303939","Accession was donated. 15-Mar-1962. Wisconsin, United States. Neal, N., Department of Agronomy.","n","1962","NO.1197INBRED",1,1,NA,0.62,"Spain","unclassified",NA,NA,NA
"1699","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 303940",1228214,"",NA,311987,"NO. 1201 INBRED","19620315","ESP","","","",NA,"",NA,300,"",20,NA,"",":NO. 1201 INBRED;USA126:Ames 498","USA005","10",NA,NA,"","COLLECTED   Spain by. DONATED  03/15/1962 Wisconsin, United States by Neal, N., Department of Agronomy","","PI303940","Accession was donated. 15-Mar-1962. Wisconsin, United States. Neal, N., Department of Agronomy.","n","1962","NO.1201INBRED",1,1,NA,0.51,"Spain","unclassified",NA,NA,NA
"1700","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 303941",1228215,"",NA,311987,"NO. 1266 INBRED","19620315","ESP","","","",NA,"",NA,300,"",20,NA,"",":NO. 1266 INBRED;USA126:Ames 499","USA005","10",NA,NA,"","COLLECTED   Spain by. DONATED  03/15/1962 Wisconsin, United States by Neal, N., Department of Agronomy","","PI303941","Accession was donated. 15-Mar-1962. Wisconsin, United States. Neal, N., Department of Agronomy.","n","1962","NO.1266INBRED",1,1,NA,0.54,"Spain","unclassified",NA,NA,NA
"1701","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","N","USA020","PI 303942",1228216,"",NA,311987,"TN 54-6","19620315","TWN","","","",NA,"",NA,300,"",20,NA,"",":TN 54-6;USA126:Ames 500","USA005","10",NA,NA,"","COLLECTED   Taiwan by. DONATED  03/15/1962 Wisconsin, United States by Neal, N., Department of Agronomy","","PI303942","","","","TN54-6",1,1,NA,0.66,"Other","unclassified",NA,NA,NA
"1702","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 303943",1228217,"",NA,311987,"TN 53-1-2","19620315","TWN","","","",NA,"",NA,300,"",20,NA,"",":TN 53-1-2;USA126:Ames 501;:id=78708","USA005","10",NA,NA,"","COLLECTED   Taiwan by. DONATED  03/15/1962 Wisconsin, United States by Neal, N., Department of Agronomy","","PI303943","","","","TN53-1-2",1,1,NA,0.68,"Other","unclassified",NA,NA,NA
"1703","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 303944",1228218,"",NA,311987,"TN 50-14-1","19620315","TWN","","","",NA,"",NA,300,"",20,NA,"",":TN 50-14-1;USA126:Ames 502","USA005","10",NA,NA,"","COLLECTED   Taiwan by. DONATED  03/15/1962 Wisconsin, United States by Neal, N., Department of Agronomy","","PI303944","","","","TN50-14-1",2,2,0.993,0.46,"Other","unclassified",NA,NA,NA
"1704","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 340812",1254117,"",NA,311987,"NY 121 (Neveh Yaar)","1965----","ISR","","","",NA,"",NA,300,"",20,NA,"",":NY 121 (Neveh Yaar);:NY 121;USA126:Ames 1083","USA005","10",NA,NA,"","COLLECTED   Israel by. DONATED  1965 Wisconsin, United States by Neal, N., Department of Agronomy","","PI340812","Accession was donated. 1965. Wisconsin, United States. Neal, N., Department of Agronomy.","n","1965","NY121NevehYaar",1,1,NA,0.65,"Other","unclassified",NA,NA,NA
"1705","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 340813",1254118,"",NA,311987,"NY 123 (Neveh Yaar)","1965----","ISR","","","",NA,"",NA,300,"",20,NA,"",":NY 123 (Neveh Yaar);:NY 123;USA126:Ames 1084","","10",NA,NA,"","COLLECTED   Israel by. DONATED  1965 Wisconsin, United States by Neal, N., Department of Agronomy","","PI340813","Accession was donated. 1965. Wisconsin, United States. Neal, N., Department of Agronomy.","n","1965","NY123NevehYaar",1,1,NA,0.58,"Other","unclassified",NA,NA,NA
"1706","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 340817",1254122,"",NA,311987,"G3 T5","1965----","ROM","","","",NA,"",NA,300,"",20,NA,"",":G3 T5;USA126:Ames 1090","USA005","10",NA,NA,"","COLLECTED   Romania by. DONATED  1965 Wisconsin, United States by Neal, N., Department of Agronomy","","PI340817","","","","G3T5",1,1,NA,0.75,"Other","unclassified",NA,NA,NA
"1707","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 340818",1254123,"",NA,311987,"G3 T5a","1965----","ROM","","","",NA,"",NA,300,"",20,NA,"",":G3 T5a;USA126:Ames 1091","","10",NA,NA,"","COLLECTED   Romania by. DONATED  1965 Wisconsin, United States by Neal, N., Department of Agronomy","","PI340818","","","","G3T5a",1,1,NA,0.7,"Other","unclassified",NA,NA,NA
"1708","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 340819",1254124,"",NA,311987,"T9","1965----","ROM","","","",NA,"",NA,300,"",20,NA,"",":T9;USA126:Ames 1092","USA005","10",NA,NA,"","COLLECTED   Romania by. DONATED  1965 Wisconsin, United States by Neal, N., Department of Agronomy","","PI340819","","","","T9",1,1,NA,0.54,"Other","unclassified",NA,NA,NA
"1709","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","N","USA020","PI 340820",1254125,"",NA,311987,"T14F","1965----","ROM","","","",NA,"",NA,300,"",20,NA,"",":T14F;USA126:Ames 1093","","10",NA,NA,"","COLLECTED   Romania by. DONATED  1965 Wisconsin, United States by Neal, N., Department of Agronomy","","PI340820","","","","T14F",1,1,NA,0.62,"Other","unclassified",NA,NA,NA
"1710","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 340821",1254126,"",NA,311987,"G22 T122","1965----","ROM","","","",NA,"",NA,300,"",20,NA,"",":G22 T122;USA126:Ames 1094","USA005","10",NA,NA,"","COLLECTED   Romania by. DONATED  1965 Wisconsin, United States by Neal, N., Department of Agronomy","","PI340821","","","","G22T122",1,1,NA,0.59,"Other","unclassified",NA,NA,NA
"1711","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 340822",1254127,"",NA,311987,"G6 T123","1965----","ROM","","","",NA,"",NA,300,"",20,NA,"G6 T123",":G6 T123;USA126:Ames 1095;:A6 T123 (Historical entry)","USA005","10",NA,NA,"","COLLECTED   Romania by. DONATED  1965 Wisconsin, United States by Neal, N., Department of Agronomy","","PI340822","","","","G6T123",1,1,NA,0.52,"Other","unclassified",NA,NA,NA
"1712","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 340823",1254128,"",NA,311987,"G14 T133","1965----","ROM","","","",NA,"",NA,300,"",20,NA,"",":G14 T133;USA126:Ames 1096","USA005","10",NA,NA,"","COLLECTED   Romania by. DONATED  1965 Wisconsin, United States by Neal, N., Department of Agronomy","","PI340823","","","","G14T133",1,1,NA,0.7,"Other","unclassified",NA,NA,NA
"1713","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 340824",1254129,"",NA,311987,"G15 T134","1965----","ROM","","","",NA,"",NA,300,"",20,NA,"",":G15 T134;USA126:Ames 1097","USA005","10",NA,NA,"","COLLECTED   Romania by. DONATED  1965 Wisconsin, United States by Neal, N., Department of Agronomy","","PI340824","","","","G15T134",1,1,NA,0.53,"Other","unclassified",NA,NA,NA
"1714","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 340825",1254130,"",NA,311987,"G15 T134a","1965----","ROM","","","",NA,"",NA,300,"",20,NA,"",":G15 T134a;USA126:Ames 1098","","10",NA,NA,"","COLLECTED   Romania by. DONATED  1965 Wisconsin, United States by Neal, N., Department of Agronomy","","PI340825","","","","G15T134a",1,1,NA,0.59,"Other","unclassified",NA,NA,NA
"1715","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 340826",1254131,"",NA,311987,"T140","1965----","ROM","","","",NA,"",NA,300,"",20,NA,"",":T140;USA126:Ames 1099","USA005","10",NA,NA,"","COLLECTED   Romania by. DONATED  1965 Wisconsin, United States by Neal, N., Department of Agronomy","","PI340826","","","","T140",1,1,NA,0.7,"Other","unclassified",NA,NA,NA
"1716","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 340827",1254132,"",NA,311987,"T141","1965----","ROM","","","",NA,"",NA,300,"",20,NA,"",":T141;USA126:Ames 1100;:id=57269","","10",NA,NA,"","COLLECTED   Romania by. DONATED  1965 Wisconsin, United States by Neal, N., Department of Agronomy","","PI340827","","","","T141",1,1,NA,0.75,"Other","unclassified",NA,NA,NA
"1717","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 340829",1254134,"",NA,311987,"T146","1965----","ROM","","","",NA,"",NA,300,"",20,NA,"",":T146;USA126:Ames 1102","USA005","10",NA,NA,"","COLLECTED   Romania by. DONATED  1965 Wisconsin, United States by Neal, N., Department of Agronomy","","PI340829","","","","T146",6,1,0.993,0.34,"Other","unclassified",NA,NA,NA
"1718","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 340830",1254135,"",NA,311987,"T242","1965----","ROM","","","",NA,"",NA,300,"",20,NA,"",":T242;USA126:Ames 1103;:id=68929","USA005","10",NA,NA,"","COLLECTED   Romania by. DONATED  1965 Wisconsin, United States by Neal, N., Department of Agronomy","","PI340830","","","","T242",1,1,NA,0.55,"Other","unclassified",NA,NA,NA
"1719","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 340835",1254140,"",NA,311987,"BR-1-1","19690213","","","","",NA,"",NA,400,"Possibly a selection from Japanese Hulless crossed to an unnamed variety.",40,NA,"",":BR-1-1;USA126:Ames 1145","USA005","10",NA,NA,"16 rows, brown, cob white, 15 cm. long; two to three ears per 16 to 17 dm. stalk.  Flowers late July.","DEVELOPED PRE 01/25/1968 Iowa, United States by Eldredge, J., Department of Agronomy. DONATED  02/13/1969 Iowa, United States by Eldredge, J., Department of Agronomy","","PI340835","","","","BR-1-1",1,1,NA,0.89,"Other","popcorn",NA,NA,NA
"1720","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","N","USA020","PI 340836",1254141,"",NA,311987,"CA-4","19690213","","","","",NA,"",NA,400,"Possibly a selection from Japanese Hulless.",40,NA,"",":CA-4;USA126:Ames 1146","USA005","10",NA,NA,"16 rows, calico, cob white, 12 cm. long; one to two ears per 12 to 13 dm. stalk.  Flowers third and fourth weeks in July.","DEVELOPED PRE 01/25/1968 Iowa, United States by Eldredge, J., Department of Agronomy. DONATED  02/13/1969 Iowa, United States by Eldredge, J., Department of Agronomy","","PI340836","","","","CA-4",1,1,NA,0.53,"Other","unclassified",NA,NA,NA
"1721","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 340837",1254142,"",NA,311987,"R-4524","19690213","","","","",NA,"",NA,400,"Selection from Japanese Hulless White crossed to unnamed variety.",40,NA,"",":R-4524;USA126:Ames 1175","USA005","10",NA,NA,"From 'Japanese Hulless White'.  16 rows, red, cob red, 12 cm. long; two ears per 14 to 19 dm. stalk.  Flowers in early August.","DEVELOPED PRE 01/25/1968 Iowa, United States by Eldredge, J., Department of Agronomy. DONATED  02/13/1969 Iowa, United States by Eldredge, J., Department of Agronomy","","PI340837","","","","R-4524",1,1,NA,0.81,"Other","popcorn",NA,NA,NA
"1722","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 340838",1254143,"",NA,311987,"B-4541","19690213","","","","",NA,"",NA,400,"A selection from a white rice popcorn crossed to unnamed variety.",40,NA,"",":B-4541;USA126:Ames 1176","USA005","10",NA,NA,"White rice type.  22 rows, blue, cob white, 11 cm. long; two ears per 18 to 21 dm. stalk.  Flowers in early August.","DEVELOPED PRE 01/25/1968 Iowa, United States by Eldredge, J., Department of Agronomy. DONATED  02/13/1969 Iowa, United States by Eldredge, J., Department of Agronomy","","PI340838","","","","B-4541",1,1,NA,0.48,"Iowa","unclassified",NA,NA,NA
"1723","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","N","USA020","PI 340839",1254144,"",NA,311987,"B-WHO-201","19690213","","","","",NA,"",NA,400,"Selection from an unknown open-pollinated variety obtained from a corn show sponsored by WHO Radio Station in Des Moines, Iowa.",40,NA,"",":B-WHO-201;USA126:Ames 1182","USA005","10",NA,NA,"From unknown, open-pollinated variety.  18 rows, blue, cob white, 9 cm. long; one to two ears per 15 to 17 dm. stalk.  Flowers in early August.","DEVELOPED PRE 01/25/1968 Iowa, United States by Eldredge, J., Department of Agronomy. DONATED  02/13/1969 Iowa, United States by Eldredge, J., Department of Agronomy","","PI340839","","","","B-WHO-201",1,1,NA,0.71,"Other","unclassified",NA,NA,NA
"1724","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 340841",1254146,"",NA,311987,"B-15 DENT STERILE","19690213","","","","",NA,"",NA,400,"'South American Pop' crossed to an unnamed variety.",40,NA,"",":B-15 DENT STERILE;USA126:Ames 1147","USA005","10",NA,NA,"Dent sterile. Blue kernel.","DEVELOPED PRE 01/25/1968 Iowa, United States by Eldredge, J., Department of Agronomy. DONATED  02/13/1969 Iowa, United States by Eldredge, J., Department of Agronomy","","PI340841","","","","B-15DENTSTERILE",1,1,NA,0.66,"Iowa","unclassified",NA,NA,NA
"1725","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","N","USA020","PI 340842",1254147,"",NA,311987,"CA-15-1 DENT STERILE","19690213","","","","",NA,"",NA,400,"'South American Pop' crossed to an unnamed variety.",40,NA,"",":CA-15-1 DENT STERILE;USA126:Ames 1148","USA005","10",NA,NA,"","DEVELOPED PRE 01/25/1968 Iowa, United States by Eldredge, J., Department of Agronomy. DONATED  02/13/1969 Iowa, United States by Eldredge, J., Department of Agronomy","","PI340842","","","","CA-15-1DENTSTERILE",1,1,NA,0.54,"Other","unclassified",NA,NA,NA
"1726","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 340843",1254148,"",NA,311987,"CA-15-2 DENT STERILE","19690213","","","","",NA,"",NA,400,"'South American Pop' crossed to an unnamed variety.",40,NA,"",":CA-15-2 DENT STERILE;USA126:Ames 1149","USA005","10",NA,NA,"","DEVELOPED PRE 01/25/1968 Iowa, United States by Eldredge, J., Department of Agronomy. DONATED  02/13/1969 Iowa, United States by Eldredge, J., Department of Agronomy","","PI340843","","","","CA-15-2DENTSTERILE",1,1,NA,0.59,"Other","unclassified",NA,NA,NA
